Store,Store_type,Store_assortment,Sales,Customers,Promos,Year,Month,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12
295,1,1,148610,16765,10,2013,12,0,0,0,0,0,0,0,0,0,0,0,1
296,1,1,163049,18306,10,2013,1,1,0,0,0,0,0,0,0,0,0,0,0
296,1,1,152582,16903,10,2013,2,0,1,0,0,0,0,0,0,0,0,0,0
296,1,1,178112,19420,15,2013,3,0,0,1,0,0,0,0,0,0,0,0,0
296,1,1,168522,19157,12,2013,4,0,0,0,1,0,0,0,0,0,0,0,0
296,1,1,160572,17990,13,2013,5,0,0,0,0,1,0,0,0,0,0,0,0
296,1,1,165890,18724,10,2013,6,0,0,0,0,0,1,0,0,0,0,0,0
296,1,1,188485,19797,13,2013,7,0,0,0,0,0,0,1,0,0,0,0,0
296,1,1,172341,19324,12,2013,8,0,0,0,0,0,0,0,1,0,0,0,0
296,1,1,158236,18648,10,2013,9,0,0,0,0,0,0,0,0,1,0,0,0
296,1,1,164572,18737,10,2013,10,0,0,0,0,0,0,0,0,0,1,0,0
296,1,1,178193,19493,10,2013,11,0,0,0,0,0,0,0,0,0,0,1,0
296,1,1,205694,21203,10,2013,12,0,0,0,0,0,0,0,0,0,0,0,1
297,1,1,168545,18258,10,2013,1,1,0,0,0,0,0,0,0,0,0,0,0
297,1,1,157693,16850,10,2013,2,0,1,0,0,0,0,0,0,0,0,0,0
297,1,1,181688,18984,15,2013,3,0,0,1,0,0,0,0,0,0,0,0,0
297,1,1,169505,18146,12,2013,4,0,0,0,1,0,0,0,0,0,0,0,0
297,1,1,166793,17279,13,2013,5,0,0,0,0,1,0,0,0,0,0,0,0
297,1,1,160331,17278,10,2013,6,0,0,0,0,0,1,0,0,0,0,0,0
297,1,1,194112,19555,13,2013,7,0,0,0,0,0,0,1,0,0,0,0,0
297,1,1,166402,17160,12,2013,8,0,0,0,0,0,0,0,1,0,0,0,0
297,1,1,157533,16908,10,2013,9,0,0,0,0,0,0,0,0,1,0,0,0
297,1,1,163098,17971,10,2013,10,0,0,0,0,0,0,0,0,0,1,0,0
297,1,1,172592,18040,10,2013,11,0,0,0,0,0,0,0,0,0,0,1,0
297,1,1,213775,20719,10,2013,12,0,0,0,0,0,0,0,0,0,0,0,1
299,4,3,109148,12135,10,2013,1,1,0,0,0,0,0,0,0,0,0,0,0
299,4,3,107076,11764,10,2013,2,0,1,0,0,0,0,0,0,0,0,0,0
299,4,3,153735,16602,15,2013,3,0,0,1,0,0,0,0,0,0,0,0,0
299,4,3,140218,16289,12,2013,4,0,0,0,1,0,0,0,0,0,0,0,0
299,4,3,182414,21337,13,2013,5,0,0,0,0,1,0,0,0,0,0,0,0
299,4,3,183489,21238,10,2013,6,0,0,0,0,0,1,0,0,0,0,0,0
299,4,3,267115,30424,13,2013,7,0,0,0,0,0,0,1,0,0,0,0,0
299,4,3,247888,28308,12,2013,8,0,0,0,0,0,0,0,1,0,0,0,0
299,4,3,178321,20276,10,2013,9,0,0,0,0,0,0,0,0,1,0,0,0
299,4,3,174026,19628,10,2013,10,0,0,0,0,0,0,0,0,0,1,0,0
299,4,3,140025,14415,10,2013,11,0,0,0,0,0,0,0,0,0,0,1,0
299,4,3,152717,14858,10,2013,12,0,0,0,0,0,0,0,0,0,0,0,1
300,1,3,143390,18178,10,2013,1,1,0,0,0,0,0,0,0,0,0,0,0
300,1,3,133667,17397,10,2013,2,0,1,0,0,0,0,0,0,0,0,0,0
300,1,3,168984,20830,15,2013,3,0,0,1,0,0,0,0,0,0,0,0,0
300,1,3,154005,19961,12,2013,4,0,0,0,1,0,0,0,0,0,0,0,0
300,1,3,152311,19314,13,2013,5,0,0,0,0,1,0,0,0,0,0,0,0
300,1,3,155345,19904,10,2013,6,0,0,0,0,0,1,0,0,0,0,0,0
300,1,3,177949,21559,13,2013,7,0,0,0,0,0,0,1,0,0,0,0,0
300,1,3,172575,22012,12,2013,8,0,0,0,0,0,0,0,1,0,0,0,0
300,1,3,152030,19990,10,2013,9,0,0,0,0,0,0,0,0,1,0,0,0
300,1,3,163008,21168,10,2013,10,0,0,0,0,0,0,0,0,0,1,0,0
300,1,3,167675,21731,10,2013,11,0,0,0,0,0,0,0,0,0,0,1,0
300,1,3,206876,24272,10,2013,12,0,0,0,0,0,0,0,0,0,0,0,1
301,1,3,126647,14668,10,2013,1,1,0,0,0,0,0,0,0,0,0,0,0
301,1,3,121909,13996,10,2013,2,0,1,0,0,0,0,0,0,0,0,0,0
301,1,3,143979,15511,15,2013,3,0,0,1,0,0,0,0,0,0,0,0,0
301,1,3,127600,14554,12,2013,4,0,0,0,1,0,0,0,0,0,0,0,0
301,1,3,131260,14456,13,2013,5,0,0,0,0,1,0,0,0,0,0,0,0
301,1,3,129224,14129,10,2013,6,0,0,0,0,0,1,0,0,0,0,0,0
301,1,3,137401,14849,13,2013,7,0,0,0,0,0,0,1,0,0,0,0,0
301,1,3,149641,17033,12,2013,8,0,0,0,0,0,0,0,1,0,0,0,0
301,1,3,126083,14753,10,2013,9,0,0,0,0,0,0,0,0,1,0,0,0
301,1,3,131518,14720,10,2013,10,0,0,0,0,0,0,0,0,0,1,0,0
301,1,3,152218,16139,10,2013,11,0,0,0,0,0,0,0,0,0,0,1,0
301,1,3,164365,16774,10,2013,12,0,0,0,0,0,0,0,0,0,0,0,1
302,4,3,80453,7157,10,2013,1,1,0,0,0,0,0,0,0,0,0,0,0
302,4,3,82047,7140,10,2013,2,0,1,0,0,0,0,0,0,0,0,0,0
302,4,3,104144,8882,15,2013,3,0,0,1,0,0,0,0,0,0,0,0,0
302,4,3,85740,7730,12,2013,4,0,0,0,1,0,0,0,0,0,0,0,0
302,4,3,84575,7619,13,2013,5,0,0,0,0,1,0,0,0,0,0,0,0
302,4,3,80402,7203,10,2013,6,0,0,0,0,0,1,0,0,0,0,0,0
302,4,3,96003,8222,13,2013,7,0,0,0,0,0,0,1,0,0,0,0,0
302,4,3,92981,8353,12,2013,8,0,0,0,0,0,0,0,1,0,0,0,0
302,4,3,78414,7183,10,2013,9,0,0,0,0,0,0,0,0,1,0,0,0
302,4,3,82847,7605,10,2013,10,0,0,0,0,0,0,0,0,0,1,0,0
302,4,3,96634,8378,10,2013,11,0,0,0,0,0,0,0,0,0,0,1,0
302,4,3,118090,9458,10,2013,12,0,0,0,0,0,0,0,0,0,0,0,1
303,1,1,148297,16408,10,2013,1,1,0,0,0,0,0,0,0,0,0,0,0
303,1,1,142354,15613,10,2013,2,0,1,0,0,0,0,0,0,0,0,0,0
303,1,1,157580,17220,15,2013,3,0,0,1,0,0,0,0,0,0,0,0,0
303,1,1,149634,16581,12,2013,4,0,0,0,1,0,0,0,0,0,0,0,0
303,1,1,146397,16171,13,2013,5,0,0,0,0,1,0,0,0,0,0,0,0
303,1,1,145995,16497,10,2013,6,0,0,0,0,0,1,0,0,0,0,0,0
303,1,1,170712,18584,13,2013,7,0,0,0,0,0,0,1,0,0,0,0,0
303,1,1,156681,17647,12,2013,8,0,0,0,0,0,0,0,1,0,0,0,0
303,1,1,138588,15988,10,2013,9,0,0,0,0,0,0,0,0,1,0,0,0
303,1,1,148874,17084,10,2013,10,0,0,0,0,0,0,0,0,0,1,0,0
303,1,1,152222,16964,10,2013,11,0,0,0,0,0,0,0,0,0,0,1,0
303,1,1,180510,19402,10,2013,12,0,0,0,0,0,0,0,0,0,0,0,1
304,1,1,160878,25015,10,2013,1,1,0,0,0,0,0,0,0,0,0,0,0
304,1,1,154721,23841,10,2013,2,0,1,0,0,0,0,0,0,0,0,0,0
304,1,1,178105,25991,15,2013,3,0,0,1,0,0,0,0,0,0,0,0,0
304,1,1,170883,26212,12,2013,4,0,0,0,1,0,0,0,0,0,0,0,0
304,1,1,175536,26682,13,2013,5,0,0,0,0,1,0,0,0,0,0,0,0
304,1,1,169108,26207,10,2013,6,0,0,0,0,0,1,0,0,0,0,0,0
304,1,1,187539,27801,13,2013,7,0,0,0,0,0,0,1,0,0,0,0,0
304,1,1,191736,29775,12,2013,8,0,0,0,0,0,0,0,1,0,0,0,0
304,1,1,168089,26398,10,2013,9,0,0,0,0,0,0,0,0,1,0,0,0
304,1,1,172380,26718,10,2013,10,0,0,0,0,0,0,0,0,0,1,0,0
304,1,1,181064,27728,10,2013,11,0,0,0,0,0,0,0,0,0,0,1,0
304,1,1,216697,29314,10,2013,12,0,0,0,0,0,0,0,0,0,0,0,1
305,3,3,92737,9341,10,2013,1,1,0,0,0,0,0,0,0,0,0,0,0
305,3,3,85085,8936,10,2013,2,0,1,0,0,0,0,0,0,0,0,0,0
305,3,3,103700,10480,15,2013,3,0,0,1,0,0,0,0,0,0,0,0,0
305,3,3,93415,9933,12,2013,4,0,0,0,1,0,0,0,0,0,0,0,0
305,3,3,94741,9823,13,2013,5,0,0,0,0,1,0,0,0,0,0,0,0
305,3,3,97908,10336,10,2013,6,0,0,0,0,0,1,0,0,0,0,0,0
305,3,3,116019,11396,13,2013,7,0,0,0,0,0,0,1,0,0,0,0,0
305,3,3,125217,12386,12,2013,8,0,0,0,0,0,0,0,1,0,0,0,0
305,3,3,112490,11477,10,2013,9,0,0,0,0,0,0,0,0,1,0,0,0
305,3,3,111058,11127,10,2013,10,0,0,0,0,0,0,0,0,0,1,0,0
305,3,3,127849,12337,10,2013,11,0,0,0,0,0,0,0,0,0,0,1,0
305,3,3,156465,13994,10,2013,12,0,0,0,0,0,0,0,0,0,0,0,1
307,1,1,64478,7716,10,2013,1,1,0,0,0,0,0,0,0,0,0,0,0
307,1,1,62205,7257,10,2013,2,0,1,0,0,0,0,0,0,0,0,0,0
307,1,1,70891,7931,15,2013,3,0,0,1,0,0,0,0,0,0,0,0,0
307,1,1,62592,7566,12,2013,4,0,0,0,1,0,0,0,0,0,0,0,0
307,1,1,67121,7991,13,2013,5,0,0,0,0,1,0,0,0,0,0,0,0
307,1,1,62269,7457,10,2013,6,0,0,0,0,0,1,0,0,0,0,0,0
307,1,1,76072,8839,13,2013,7,0,0,0,0,0,0,1,0,0,0,0,0
307,1,1,70550,8563,12,2013,8,0,0,0,0,0,0,0,1,0,0,0,0
307,1,1,64119,7469,10,2013,9,0,0,0,0,0,0,0,0,1,0,0,0
307,1,1,63934,7446,10,2013,10,0,0,0,0,0,0,0,0,0,1,0,0
307,1,1,69980,7792,10,2013,11,0,0,0,0,0,0,0,0,0,0,1,0
307,1,1,89689,9043,10,2013,12,0,0,0,0,0,0,0,0,0,0,0,1
308,1,1,277666,26453,10,2013,1,1,0,0,0,0,0,0,0,0,0,0,0
308,1,1,242845,23284,10,2013,2,0,1,0,0,0,0,0,0,0,0,0,0
308,1,1,271865,26042,15,2013,3,0,0,1,0,0,0,0,0,0,0,0,0
308,1,1,246078,24589,12,2013,4,0,0,0,1,0,0,0,0,0,0,0,0
308,1,1,241067,23891,13,2013,5,0,0,0,0,1,0,0,0,0,0,0,0
308,1,1,240621,24118,10,2013,6,0,0,0,0,0,1,0,0,0,0,0,0
308,1,1,246784,24165,13,2013,7,0,0,0,0,0,0,1,0,0,0,0,0
308,1,1,229855,21672,12,2013,8,0,0,0,0,0,0,0,1,0,0,0,0
308,1,1,224462,23660,10,2013,9,0,0,0,0,0,0,0,0,1,0,0,0
308,1,1,230672,23945,10,2013,10,0,0,0,0,0,0,0,0,0,1,0,0
308,1,1,219593,22593,10,2013,11,0,0,0,0,0,0,0,0,0,0,1,0
308,1,1,289227,28680,10,2013,12,0,0,0,0,0,0,0,0,0,0,0,1
309,4,1,171560,14766,10,2013,1,1,0,0,0,0,0,0,0,0,0,0,0
309,4,1,152652,13407,10,2013,2,0,1,0,0,0,0,0,0,0,0,0,0
309,4,1,181081,15400,15,2013,3,0,0,1,0,0,0,0,0,0,0,0,0
309,4,1,165784,14748,12,2013,4,0,0,0,1,0,0,0,0,0,0,0,0
309,4,1,174284,15188,13,2013,5,0,0,0,0,1,0,0,0,0,0,0,0
309,4,1,159134,14088,10,2013,6,0,0,0,0,0,1,0,0,0,0,0,0
309,4,1,199238,16404,13,2013,7,0,0,0,0,0,0,1,0,0,0,0,0
309,4,1,180294,15570,12,2013,8,0,0,0,0,0,0,0,1,0,0,0,0
309,4,1,161853,14431,10,2013,9,0,0,0,0,0,0,0,0,1,0,0,0
309,4,1,173249,15240,10,2013,10,0,0,0,0,0,0,0,0,0,1,0,0
309,4,1,174913,14751,10,2013,11,0,0,0,0,0,0,0,0,0,0,1,0
309,4,1,203225,16561,10,2013,12,0,0,0,0,0,0,0,0,0,0,0,1
310,1,3,214735,19483,10,2013,1,1,0,0,0,0,0,0,0,0,0,0,0
310,1,3,201757,18437,10,2013,2,0,1,0,0,0,0,0,0,0,0,0,0
310,1,3,248143,20731,15,2013,3,0,0,1,0,0,0,0,0,0,0,0,0
310,1,3,220309,19997,12,2013,4,0,0,0,1,0,0,0,0,0,0,0,0
310,1,3,229059,20087,13,2013,5,0,0,0,0,1,0,0,0,0,0,0,0
310,1,3,222975,19659,10,2013,6,0,0,0,0,0,1,0,0,0,0,0,0
310,1,3,262017,21976,13,2013,7,0,0,0,0,0,0,1,0,0,0,0,0
310,1,3,267827,24207,12,2013,8,0,0,0,0,0,0,0,1,0,0,0,0
310,1,3,211123,19290,10,2013,9,0,0,0,0,0,0,0,0,1,0,0,0
310,1,3,216247,19537,10,2013,10,0,0,0,0,0,0,0,0,0,1,0,0
310,1,3,245039,20692,10,2013,11,0,0,0,0,0,0,0,0,0,0,1,0
310,1,3,257271,21004,10,2013,12,0,0,0,0,0,0,0,0,0,0,0,1
311,1,3,145680,18256,10,2013,1,1,0,0,0,0,0,0,0,0,0,0,0
311,1,3,145352,18380,10,2013,2,0,1,0,0,0,0,0,0,0,0,0,0
311,1,3,164945,19518,15,2013,3,0,0,1,0,0,0,0,0,0,0,0,0
311,1,3,154606,19235,12,2013,4,0,0,0,1,0,0,0,0,0,0,0,0
311,1,3,150014,18471,13,2013,5,0,0,0,0,1,0,0,0,0,0,0,0
311,1,3,152880,18916,10,2013,6,0,0,0,0,0,1,0,0,0,0,0,0
311,1,3,168745,18763,13,2013,7,0,0,0,0,0,0,1,0,0,0,0,0
311,1,3,168670,19975,12,2013,8,0,0,0,0,0,0,0,1,0,0,0,0
311,1,3,153038,19134,10,2013,9,0,0,0,0,0,0,0,0,1,0,0,0
311,1,3,159665,19341,10,2013,10,0,0,0,0,0,0,0,0,0,1,0,0
311,1,3,171936,20742,10,2013,11,0,0,0,0,0,0,0,0,0,0,1,0
311,1,3,188254,20106,10,2013,12,0,0,0,0,0,0,0,0,0,0,0,1
312,4,1,132370,13118,10,2013,1,1,0,0,0,0,0,0,0,0,0,0,0
312,4,1,125365,12230,10,2013,2,0,1,0,0,0,0,0,0,0,0,0,0
312,4,1,146667,14017,15,2013,3,0,0,1,0,0,0,0,0,0,0,0,0
312,4,1,132416,13456,12,2013,4,0,0,0,1,0,0,0,0,0,0,0,0
312,4,1,135070,13279,13,2013,5,0,0,0,0,1,0,0,0,0,0,0,0
312,4,1,128639,12872,10,2013,6,0,0,0,0,0,1,0,0,0,0,0,0
312,4,1,155314,14550,13,2013,7,0,0,0,0,0,0,1,0,0,0,0,0
312,4,1,142895,14264,12,2013,8,0,0,0,0,0,0,0,1,0,0,0,0
312,4,1,127098,12812,10,2013,9,0,0,0,0,0,0,0,0,1,0,0,0
312,4,1,131661,13302,10,2013,10,0,0,0,0,0,0,0,0,0,1,0,0
312,4,1,142583,13782,10,2013,11,0,0,0,0,0,0,0,0,0,0,1,0
312,4,1,172058,15502,10,2013,12,0,0,0,0,0,0,0,0,0,0,0,1
313,4,3,166027,17434,10,2013,1,1,0,0,0,0,0,0,0,0,0,0,0
313,4,3,159604,16504,10,2013,2,0,1,0,0,0,0,0,0,0,0,0,0
313,4,3,194206,19220,15,2013,3,0,0,1,0,0,0,0,0,0,0,0,0
313,4,3,165962,17768,12,2013,4,0,0,0,1,0,0,0,0,0,0,0,0
313,4,3,172402,18226,13,2013,5,0,0,0,0,1,0,0,0,0,0,0,0
313,4,3,163274,17620,10,2013,6,0,0,0,0,0,1,0,0,0,0,0,0
313,4,3,194496,19813,13,2013,7,0,0,0,0,0,0,1,0,0,0,0,0
313,4,3,184539,19228,12,2013,8,0,0,0,0,0,0,0,1,0,0,0,0
313,4,3,162703,17320,10,2013,9,0,0,0,0,0,0,0,0,1,0,0,0
313,4,3,166232,17439,10,2013,10,0,0,0,0,0,0,0,0,0,1,0,0
313,4,3,184871,18436,10,2013,11,0,0,0,0,0,0,0,0,0,0,1,0
313,4,3,224393,19954,10,2013,12,0,0,0,0,0,0,0,0,0,0,0,1
314,1,1,123116,14509,10,2013,1,1,0,0,0,0,0,0,0,0,0,0,0
314,1,1,116980,13786,10,2013,2,0,1,0,0,0,0,0,0,0,0,0,0
314,1,1,129894,14975,15,2013,3,0,0,1,0,0,0,0,0,0,0,0,0
314,1,1,122497,14441,12,2013,4,0,0,0,1,0,0,0,0,0,0,0,0
314,1,1,121638,14006,13,2013,5,0,0,0,0,1,0,0,0,0,0,0,0
314,1,1,117835,13798,10,2013,6,0,0,0,0,0,1,0,0,0,0,0,0
314,1,1,139939,15863,13,2013,7,0,0,0,0,0,0,1,0,0,0,0,0
314,1,1,131087,14858,12,2013,8,0,0,0,0,0,0,0,1,0,0,0,0
314,1,1,117392,13722,10,2013,9,0,0,0,0,0,0,0,0,1,0,0,0
314,1,1,126712,14701,10,2013,10,0,0,0,0,0,0,0,0,0,1,0,0
314,1,1,123714,14091,10,2013,11,0,0,0,0,0,0,0,0,0,0,1,0
314,1,1,151799,16204,10,2013,12,0,0,0,0,0,0,0,0,0,0,0,1
315,1,3,96587,10821,10,2013,1,1,0,0,0,0,0,0,0,0,0,0,0
315,1,3,90998,10348,10,2013,2,0,1,0,0,0,0,0,0,0,0,0,0
315,1,3,107901,11306,15,2013,3,0,0,1,0,0,0,0,0,0,0,0,0
315,1,3,96905,10851,12,2013,4,0,0,0,1,0,0,0,0,0,0,0,0
315,1,3,102184,11138,13,2013,5,0,0,0,0,1,0,0,0,0,0,0,0
315,1,3,99129,10795,10,2013,6,0,0,0,0,0,1,0,0,0,0,0,0
315,1,3,123143,12707,13,2013,7,0,0,0,0,0,0,1,0,0,0,0,0
315,1,3,126672,13569,12,2013,8,0,0,0,0,0,0,0,1,0,0,0,0
315,1,3,98096,10828,10,2013,9,0,0,0,0,0,0,0,0,1,0,0,0
315,1,3,99514,10904,10,2013,10,0,0,0,0,0,0,0,0,0,1,0,0
315,1,3,111685,11824,10,2013,11,0,0,0,0,0,0,0,0,0,0,1,0
315,1,3,131233,12872,10,2013,12,0,0,0,0,0,0,0,0,0,0,0,1
316,4,1,223509,21028,10,2013,1,1,0,0,0,0,0,0,0,0,0,0,0
316,4,1,218385,20506,10,2013,2,0,1,0,0,0,0,0,0,0,0,0,0
316,4,1,247451,23014,15,2013,3,0,0,1,0,0,0,0,0,0,0,0,0
316,4,1,233289,22194,12,2013,4,0,0,0,1,0,0,0,0,0,0,0,0
316,4,1,232368,21799,13,2013,5,0,0,0,0,1,0,0,0,0,0,0,0
316,4,1,230069,21706,10,2013,6,0,0,0,0,0,1,0,0,0,0,0,0
316,4,1,273632,24770,13,2013,7,0,0,0,0,0,0,1,0,0,0,0,0
316,4,1,243585,22959,12,2013,8,0,0,0,0,0,0,0,1,0,0,0,0
316,4,1,227769,21875,10,2013,9,0,0,0,0,0,0,0,0,1,0,0,0
316,4,1,244074,23081,10,2013,10,0,0,0,0,0,0,0,0,0,1,0,0
316,4,1,249641,22852,10,2013,11,0,0,0,0,0,0,0,0,0,0,1,0
316,4,1,277680,24351,10,2013,12,0,0,0,0,0,0,0,0,0,0,0,1
318,4,3,179269,16411,10,2013,1,1,0,0,0,0,0,0,0,0,0,0,0
318,4,3,160054,14715,10,2013,2,0,1,0,0,0,0,0,0,0,0,0,0
318,4,3,219074,18353,15,2013,3,0,0,1,0,0,0,0,0,0,0,0,0
318,4,3,169162,15752,12,2013,4,0,0,0,1,0,0,0,0,0,0,0,0
318,4,3,186354,17072,13,2013,5,0,0,0,0,1,0,0,0,0,0,0,0
318,4,3,169460,15646,10,2013,6,0,0,0,0,0,1,0,0,0,0,0,0
318,4,3,202809,17991,13,2013,7,0,0,0,0,0,0,1,0,0,0,0,0
318,4,3,195397,18090,12,2013,8,0,0,0,0,0,0,0,1,0,0,0,0
318,4,3,172395,16071,10,2013,9,0,0,0,0,0,0,0,0,1,0,0,0
318,4,3,185167,16805,10,2013,10,0,0,0,0,0,0,0,0,0,1,0,0
318,4,3,201717,17445,10,2013,11,0,0,0,0,0,0,0,0,0,0,1,0
318,4,3,254427,20154,10,2013,12,0,0,0,0,0,0,0,0,0,0,0,1
319,1,3,185548,21433,10,2013,1,1,0,0,0,0,0,0,0,0,0,0,0
319,1,3,179917,20471,10,2013,2,0,1,0,0,0,0,0,0,0,0,0,0
319,1,3,208648,22407,15,2013,3,0,0,1,0,0,0,0,0,0,0,0,0
319,1,3,183577,20886,12,2013,4,0,0,0,1,0,0,0,0,0,0,0,0
319,1,3,192467,21222,13,2013,5,0,0,0,0,1,0,0,0,0,0,0,0
319,1,3,181302,20174,10,2013,6,0,0,0,0,0,1,0,0,0,0,0,0
319,1,3,198553,21752,13,2013,7,0,0,0,0,0,0,1,0,0,0,0,0
319,1,3,219238,25255,12,2013,8,0,0,0,0,0,0,0,1,0,0,0,0
319,1,3,171407,20031,10,2013,9,0,0,0,0,0,0,0,0,1,0,0,0
319,1,3,185156,20765,10,2013,10,0,0,0,0,0,0,0,0,0,1,0,0
319,1,3,214803,22867,10,2013,11,0,0,0,0,0,0,0,0,0,0,1,0
319,1,3,245106,25294,10,2013,12,0,0,0,0,0,0,0,0,0,0,0,1
320,1,3,349370,50592,10,2013,1,1,0,0,0,0,0,0,0,0,0,0,0
320,1,3,327884,47832,10,2013,2,0,1,0,0,0,0,0,0,0,0,0,0
320,1,3,382767,52207,15,2013,3,0,0,1,0,0,0,0,0,0,0,0,0
320,1,3,353978,51195,12,2013,4,0,0,0,1,0,0,0,0,0,0,0,0
320,1,3,351443,50484,13,2013,5,0,0,0,0,1,0,0,0,0,0,0,0
320,1,3,351095,50132,10,2013,6,0,0,0,0,0,1,0,0,0,0,0,0
320,1,3,375754,51931,13,2013,7,0,0,0,0,0,0,1,0,0,0,0,0
320,1,3,391226,56742,12,2013,8,0,0,0,0,0,0,0,1,0,0,0,0
320,1,3,343497,49938,10,2013,9,0,0,0,0,0,0,0,0,1,0,0,0
320,1,3,358151,51833,10,2013,10,0,0,0,0,0,0,0,0,0,1,0,0
320,1,3,405918,56699,10,2013,11,0,0,0,0,0,0,0,0,0,0,1,0
320,1,3,477558,60801,10,2013,12,0,0,0,0,0,0,0,0,0,0,0,1
321,3,3,145085,14703,10,2013,1,1,0,0,0,0,0,0,0,0,0,0,0
321,3,3,136842,13793,10,2013,2,0,1,0,0,0,0,0,0,0,0,0,0
321,3,3,163060,16006,15,2013,3,0,0,1,0,0,0,0,0,0,0,0,0
321,3,3,137903,14063,12,2013,4,0,0,0,1,0,0,0,0,0,0,0,0
321,3,3,145412,14468,13,2013,5,0,0,0,0,1,0,0,0,0,0,0,0
321,3,3,135001,13606,10,2013,6,0,0,0,0,0,1,0,0,0,0,0,0
321,3,3,165463,15702,13,2013,7,0,0,0,0,0,0,1,0,0,0,0,0
321,3,3,156362,15798,12,2013,8,0,0,0,0,0,0,0,1,0,0,0,0
321,3,3,136517,14004,10,2013,9,0,0,0,0,0,0,0,0,1,0,0,0
321,3,3,139058,14332,10,2013,10,0,0,0,0,0,0,0,0,0,1,0,0
321,3,3,144039,14845,10,2013,11,0,0,0,0,0,0,0,0,0,0,1,0
321,3,3,178967,17075,10,2013,12,0,0,0,0,0,0,0,0,0,0,0,1
322,1,1,120699,13576,10,2013,1,1,0,0,0,0,0,0,0,0,0,0,0
322,1,1,111072,12401,10,2013,2,0,1,0,0,0,0,0,0,0,0,0,0
322,1,1,130427,14220,15,2013,3,0,0,1,0,0,0,0,0,0,0,0,0
322,1,1,116827,13141,12,2013,4,0,0,0,1,0,0,0,0,0,0,0,0
322,1,1,119082,13442,13,2013,5,0,0,0,0,1,0,0,0,0,0,0,0
322,1,1,113234,12773,10,2013,6,0,0,0,0,0,1,0,0,0,0,0,0
322,1,1,135226,14709,13,2013,7,0,0,0,0,0,0,1,0,0,0,0,0
322,1,1,128529,14759,12,2013,8,0,0,0,0,0,0,0,1,0,0,0,0
322,1,1,115307,13250,10,2013,9,0,0,0,0,0,0,0,0,1,0,0,0
322,1,1,116473,13139,10,2013,10,0,0,0,0,0,0,0,0,0,1,0,0
322,1,1,123352,13526,10,2013,11,0,0,0,0,0,0,0,0,0,0,1,0
322,1,1,159259,15764,10,2013,12,0,0,0,0,0,0,0,0,0,0,0,1
323,4,3,160810,14539,10,2013,1,1,0,0,0,0,0,0,0,0,0,0,0
323,4,3,160593,13928,10,2013,2,0,1,0,0,0,0,0,0,0,0,0,0
323,4,3,183608,15502,15,2013,3,0,0,1,0,0,0,0,0,0,0,0,0
323,4,3,169605,14659,12,2013,4,0,0,0,1,0,0,0,0,0,0,0,0
323,4,3,162550,14384,13,2013,5,0,0,0,0,1,0,0,0,0,0,0,0
323,4,3,164759,14523,10,2013,6,0,0,0,0,0,1,0,0,0,0,0,0
323,4,3,184408,15728,13,2013,7,0,0,0,0,0,0,1,0,0,0,0,0
323,4,3,186915,16322,12,2013,8,0,0,0,0,0,0,0,1,0,0,0,0
323,4,3,162885,14241,10,2013,9,0,0,0,0,0,0,0,0,1,0,0,0
323,4,3,176300,15388,10,2013,10,0,0,0,0,0,0,0,0,0,1,0,0
323,4,3,183848,15569,10,2013,11,0,0,0,0,0,0,0,0,0,0,1,0
323,4,3,224097,17798,10,2013,12,0,0,0,0,0,0,0,0,0,0,0,1
324,1,1,141151,18642,10,2013,1,1,0,0,0,0,0,0,0,0,0,0,0
324,1,1,132447,17309,10,2013,2,0,1,0,0,0,0,0,0,0,0,0,0
324,1,1,158073,19720,15,2013,3,0,0,1,0,0,0,0,0,0,0,0,0
324,1,1,146062,19039,12,2013,4,0,0,0,1,0,0,0,0,0,0,0,0
324,1,1,142539,18539,13,2013,5,0,0,0,0,1,0,0,0,0,0,0,0
324,1,1,138964,18132,10,2013,6,0,0,0,0,0,1,0,0,0,0,0,0
324,1,1,160330,20369,13,2013,7,0,0,0,0,0,0,1,0,0,0,0,0
324,1,1,146358,19336,12,2013,8,0,0,0,0,0,0,0,1,0,0,0,0
324,1,1,138794,18334,10,2013,9,0,0,0,0,0,0,0,0,1,0,0,0
324,1,1,139956,18610,10,2013,10,0,0,0,0,0,0,0,0,0,1,0,0
324,1,1,148162,19205,10,2013,11,0,0,0,0,0,0,0,0,0,0,1,0
324,1,1,175279,20191,10,2013,12,0,0,0,0,0,0,0,0,0,0,0,1
325,1,3,168086,17704,10,2013,1,1,0,0,0,0,0,0,0,0,0,0,0
325,1,3,151935,16226,10,2013,2,0,1,0,0,0,0,0,0,0,0,0,0
325,1,3,173346,17922,15,2013,3,0,0,1,0,0,0,0,0,0,0,0,0
325,1,3,165856,17773,12,2013,4,0,0,0,1,0,0,0,0,0,0,0,0
325,1,3,156031,16793,13,2013,5,0,0,0,0,1,0,0,0,0,0,0,0
325,1,3,148843,16249,10,2013,6,0,0,0,0,0,1,0,0,0,0,0,0
325,1,3,182382,18872,13,2013,7,0,0,0,0,0,0,1,0,0,0,0,0
325,1,3,167234,17675,12,2013,8,0,0,0,0,0,0,0,1,0,0,0,0
325,1,3,153243,16951,10,2013,9,0,0,0,0,0,0,0,0,1,0,0,0
325,1,3,161337,17165,10,2013,10,0,0,0,0,0,0,0,0,0,1,0,0
